"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Q3Q3HK9W","journalArticle","2006","Delhez, E. J. M.","Transient residence and exposure times","Ocean Science","","1812-0784","10.5194/os-2-1-2006","https://os.copernicus.org/articles/2/1/2006/","<p><strong class=""journal-contentHeaderColor"">Abstract.</strong> The residence time measures the time spent by a water parcel or a pollutant in a given water body and is therefore widely used in environmental studies. The adjoint method introduced by Delhez et al.&nbsp;(2004) to compute this diagnostic is revised here to take into account the effect of the initialization and of the boundary conditions. <br /><br /> In addition to the equation for the mean residence time, it is suggested to solve a simple advection-diffusion problem to quantify the effect of the initialization and clarify the interpretation of the results. <br /><br /> Using the two same equations but with modified boundary conditions, the method can also be used to quantify the accumulated time spent by water/tracer parcels in a control domain. This diagnostic is called ""exposure time"". <br /><br /> Analytical and realistic model results are used to illustrate the concepts.</p>","2006-01-09","2021-10-09 06:54:01","2021-10-09 13:09:33","2021-10-09 06:54:01","1-9","","1","2","","","","","","","","","","English","","","","","os.copernicus.org","","Publisher: Copernicus GmbH","","/Users/yulong/Zotero/storage/PNJZIQIY/Delhez - 2006 - Transient residence and exposure times.pdf; /Users/yulong/Zotero/storage/GTQ9GTXX/2006.html","","{index: exposure time}; {index: residence time}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JML7RW9","journalArticle","2016","Rayson, Matthew D.; Gross, Edward S.; Hetland, Robert D.; Fringer, Oliver B.","Time scales in Galveston Bay: An unsteady estuary","Journal of Geophysical Research: Oceans","","2169-9291","10.1002/2015JC011181","https://onlinelibrary.wiley.com/doi/abs/10.1002/2015JC011181","Estuarine time scales including the turnover, particle e-folding time, the age (calculated with a passive tracer), and residence time (calculated with Lagrangian particles) were computed using a three-dimensional hydrodynamic model of Galveston Bay, a low-flow, partially stratified estuary. Time scales were computed during a time period when river flow varied by several orders of magnitude and all time scales therefore exhibited significant temporal variability because of the unsteadiness of the system. The spatial distributions of age and residence time were qualitatively similar and increased from 15 days in a shipping channel to >45 days in the upper estuary. Volume-averaged age and residence time decreased during high-flow conditions. Bulk time scales, including the freshwater and salinity turnover times, were far more variable due to the changing river discharge and salt flux through the estuary mouth. A criterion for calculating a suitable averaging time is discussed to satisfy a steady state assumption and to estimate a more representative bulk time scale. When scaled with a freshwater advective time, all time scales were approximately equal to the advective time scale during high-flow conditions and many times higher during low-flow conditions. The mean age, Lagrangian residence, and flushing times exhibited a relationship that was weakly dependent on the freshwater advective time scale demonstrating predictability even in an unsteady, realistic estuary.","2016","2021-10-09 06:54:38","2021-10-09 15:26:44","2021-10-09 06:54:38","2268-2285","","4","121","","","Time scales in Galveston Bay","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2015JC011181","","/Users/yulong/Zotero/storage/KSVHPZ5P/Rayson et al. - 2016 - Time scales in Galveston Bay An unsteady estuary.pdf; /Users/yulong/Zotero/storage/YDV69JCU/2015JC011181.html","","{index: flushing time}; {index: residence time}; {index: turnover time}; {index: water age}; {method: CART}; {method: particle tracking}; {model: SUNTANS}; {site: Galveston Bay}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MC2ZD86Q","journalArticle","2015","Defne, Zafer; Ganju, Neil K.","Quantifying the Residence Time and Flushing Characteristics of a Shallow, Back-Barrier Estuary: Application of Hydrodynamic and Particle Tracking Models","Estuaries and Coasts","","1559-2731","10.1007/s12237-014-9885-3","https://doi.org/10.1007/s12237-014-9885-3","Estuarine residence time is a major driver of eutrophication and water quality. Barnegat Bay-Little Egg Harbor (BB-LEH), New Jersey, is a lagoonal back-barrier estuary that is subject to anthropogenic pressures including nutrient loading, eutrophication, and subsequent declines in water quality. A combination of hydrodynamic and particle tracking modeling was used to identify the mechanisms controlling flushing, residence time, and spatial variability of particle retention. The models demonstrated a pronounced northward subtidal flow from Little Egg Inlet in the south to Pt. Pleasant Canal in the north due to frictional effects in the inlets, leading to better flushing of the southern half of the estuary and particle retention in the northern estuary. Mean residence time for BB-LEH was 13 days but spatial variability was between ∼0 and 30 days depending on the initial particle location. Mean residence time with tidal forcing alone was 24 days (spatial variability between ∼0 and 50 days); the tides were relatively inefficient in flushing the northern end of the Bay. Scenarios with successive exclusion of physical processes from the models revealed that meteorological and remote offshore forcing were stronger drivers of exchange than riverine inflow. Investigations of water quality and eutrophication should take into account spatial variability in hydrodynamics and residence time in order to better quantify the roles of nutrient loading, production, and flushing.","2015-09-01","2021-10-09 06:54:52","2021-10-09 13:19:42","2021-10-09 06:54:51","1719-1734","","5","38","","Estuaries and Coasts","Quantifying the Residence Time and Flushing Characteristics of a Shallow, Back-Barrier Estuary","","","","","","","en","","","","","Springer Link","","","","/Users/yulong/Zotero/storage/FRDA2LP4/Defne and Ganju - 2015 - Quantifying the Residence Time and Flushing Charac.pdf","","{index: flushing time}; {index: residence time}; {method: particle tracking}; {model: LTRANS}; {site: Back-Barrier Estuary}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWYVPUGX","journalArticle","2018","Storlazzi, C. D.; Cheriton, O. M.; Messina, A. M.; Biggs, T. W.","Meteorologic, oceanographic, and geomorphic controls on circulation and residence time in a coral reef-lined embayment: Faga’alu Bay, American Samoa","Coral Reefs","","1432-0975","10.1007/s00338-018-1671-4","https://doi.org/10.1007/s00338-018-1671-4","Water circulation over coral reefs can determine the degree to which reef organisms are exposed to the overlying waters, so understanding circulation is necessary to interpret spatial patterns in coral health. Because coral reefs often have high geomorphic complexity, circulation patterns and the duration of exposure, or “local residence time” of a water parcel, can vary substantially over small distances. Different meteorologic and oceanographic forcings can further alter residence time patterns over reefs. Here, spatially dense Lagrangian surface current drifters and Eulerian current meters were used to characterize circulation patterns and resulting residence times over different regions of the reefs in Faga’alu Bay, American Samoa, during three distinct forcing periods: calm, strong winds, and large waves. Residence times varied among different geomorphic zones of the reef and were reflected in the spatially varying health of the corals across the embayment. The relatively healthy, seaward fringing reef consistently had the shortest residence times, as it was continually flushed by wave breaking at the reef crest, whereas the degraded, sheltered, leeward fringing reef consistently had the longest residence times, suggesting this area is more exposed to land-based sources of pollution. Strong wind forcing resulted in the longest residence times by pinning the water in the bay, whereas large wave forcing flushed the bay and resulted in the shortest residence times. The effect of these different forcings on residence times was fairly consistent across all reef geomorphic zones, with the shift from wind to wave forcing shortening mean residence times by approximately 50%. Although ecologically significant to the coral organisms in the nearshore reef zones, these shortened residence times were still 2–3 times longer than those associated with the seaward fringing reef across all forcing conditions, demonstrating how the geomorphology of a reef environment sets a first-order control on reef health.","2018-06-01","2021-10-09 06:55:13","2021-10-09 13:33:16","2021-10-09 06:55:13","457-469","","2","37","","Coral Reefs","Meteorologic, oceanographic, and geomorphic controls on circulation and residence time in a coral reef-lined embayment","","","","","","","en","","","","","Springer Link","","","","/Users/yulong/Zotero/storage/AMH9KFUN/Storlazzi et al. - 2018 - Meteorologic, oceanographic, and geomorphic contro.pdf","","{index: local residence time}; {index: residence time}; {observation: Eulerian}; {observation: Lagrangian}; {site: Faga’alu Bay}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHK24R56","journalArticle","2009","Manning, J. P.; McGillicuddy, D. J.; Pettigrew, N. R; Churchill, J. H.; Incze, L. S.","Drifter observations of the Gulf of Maine Coastal Current","Continental Shelf Research","","0278-4343","10.1016/j.csr.2008.12.008","https://www.sciencedirect.com/science/article/pii/S0278434308003889","Two-hundred and twenty seven satellite-tracked drifters were deployed in the Gulf of Maine (GoM) from 1988 to 2007, primarily during spring and summer. The archive of tracks includes over 100,000km logged thus far. Statistics such as transit times, mean velocities, response to wind events, and preferred pathways are compiled for various areas of the coastal GoM. We compare Lagrangian flow with Eulerian estimates from nearby moorings and evaluate drifter trajectories using Ekman theory and 3-D ocean circulation models. Results indicate that the Gulf of Maine Coastal Current is a strong and persistent feature centered on the 94±23m isobath, but that particles: (a) deviate from the seasonal-mean core fairly regularly, and are often re-entrained; (b) follow a slower (9cm/s), less-constrained path in the western portion off the coast of Maine relative to the eastern (16cm/s) section; and (c) can be affected by wind events and small-scale baroclinic structures. Residence times calculated for each 1/2° grid cell throughout the GoM depict some regions (Eastern Maine and Western Nova Scotia) as being relatively steady, flow-through systems, while others (Penobscot, Great South Channel) have more variable, branching pathways. Travel times for drifters that are retained within the coastal current along the entire western side of the Gulf of Maine are typically less than two months (55 days).","2009-04-15","2021-10-09 06:55:26","2021-10-09 14:49:04","2021-10-09 06:55:25","835-845","","7","29","","Continental Shelf Research","","","","","","","","en","","","","","ScienceDirect","","","","/Users/yulong/Zotero/storage/URXJ25MM/Manning et al. - 2009 - Drifter observations of the Gulf of Maine Coastal .pdf","","{index: mean velocity}; {index: residence time}; {index: transit time}; {method: drifter}; {model: 3d model}; {observation: Lagrangian}; {site: Gulf of Maine}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIFM5IKU","journalArticle","2019","Pawlowicz, Rich; Hannah, Charles; Rosenberger, Andy","Lagrangian observations of estuarine residence times, dispersion, and trapping in the Salish Sea","Estuarine, Coastal and Shelf Science","","0272-7714","10.1016/j.ecss.2019.106246","https://www.sciencedirect.com/science/article/pii/S0272771419302719","Estuaries are important mediators in the transport of freshwater, sediment, and dissolved material into the ocean, and many studies have investigated mean estuarine circulation. However, it is not clear how descriptions of the mean circulation are linked to the motion of individual water parcels, or of discrete items floating within the system, nor how they related to the variability in this dispersal. An obvious approach to characterizing this variability is to actually measure dispersal by tracking Lagrangian drifters. Recent technological advances have dramatically decreased the cost of satellite-tracked and monitored drifters, making longer deployments of large numbers of expendable drifters much more feasible. Here we take advantage of this opportunity to directly characterize the seaward flow and dispersion of surface water in a relatively well-studied estuarine system (the Salish Sea on the NE Pacific coast), combining 2200 drifter-days of data from more than 400 tracked drifters with the deployment of nearly 6000 traditional driftcards. Residence times in different parts of the system estimated from the drifter observations are similar but systematically lower than those derived from other methods, and we speculate that this may be because surface drifts are faster than layer-mean drifts in a fjord-type estuarine system. We also find that drifters tend to ground on shore, and that time to-grounding from different source locations has an approximately exponential distribution with a mean of only a few days, much less than the transport time to the ocean. The estuary is therefore a highly efficient trap for floating objects. Finally, we quantify a dispersion coefficient, finding that dispersion is a critical component of transport in parts of the Salish Sea, often much more important than mean advection. The mean is visible only after averaging for weeks or months.","2019-09-30","2021-10-09 06:55:36","2021-10-09 14:59:27","2021-10-09 06:55:36","106246","","","225","","Estuarine, Coastal and Shelf Science","","","","","","","","en","","","","","ScienceDirect","","","","/Users/yulong/Zotero/storage/Q73YEU4A/Pawlowicz et al. - 2019 - Lagrangian observations of estuarine residence tim.pdf","","{index: residence time}; {observation: Lagrangian}; {site: British Columbia}; {site: Salish sea}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCU67GAA","journalArticle","2014","Andutta, Fernando P.; Ridd, Peter V.; Deleersnijder, Eric; Prandle, David","Contaminant exchange rates in estuaries – New formulae accounting for advection and dispersion","Progress in Oceanography","","0079-6611","10.1016/j.pocean.2013.08.009","https://www.sciencedirect.com/science/article/pii/S0079661113001699","The transport timescales of water in an estuary are important measurements for monitoring pollution threats to the estuarine ecosystem. In this study we re-evaluated the application of simple analytical solutions to estimate these timescales and found that the Land Ocean Interaction Costal Zone model (LOICZ) uses similar equation as from the fresh water fraction model, and thus often resulting in shortened transport timescales. Therefore, the LOICZ model is neither based upon the well-known Knudsen relation nor Fischer formulation. Three transport timescales, namely water renewal, residence time and exposure time were calculated using analytical solutions for a range of estuaries worldwide. The analytical results were compared with available estimates of residence times from numerical models. The theoretical formulation from the LOICZ, the fresh water fraction model, and a newly proposed modified LOICZ model were used to calculate water renewal. Residence times and exposure times were calculated using the Constituent-oriented Age and Residence time Theory (CART). The modified LOICZ model was found to be the most comparable to residence times from numerical models, with r2∼0.7. In addition to the proposed modified LOICZ model (which uses Fischer formulation), we have developed an advection–dispersion timescale diagram. This graphic conceptual model provides a visual representation of the relative contribution of advective and dispersive processes to water renewal for different estuaries. Estuaries can be categorized as either dominated by dispersion, dominated by advection, or having dispersion and advection of similar magnitude.","2014-01-01","2021-10-09 06:55:50","2021-10-09 14:40:29","2021-10-09 06:55:49","139-153","","","120","","Progress in Oceanography","","","","","","","","en","","","","","ScienceDirect","","","","/Users/yulong/Zotero/storage/G8VYS8GW/Andutta et al. - 2014 - Contaminant exchange rates in estuaries – New form.pdf; /Users/yulong/Zotero/storage/EZHDNRXH/Andutta et al. - 2014 - Contaminant exchange rates in estuaries – New form.pdf","","{index: exposure time}; {index: residence time}; {index: return coefficient}; {index: water age}; {method: CART}; {method: fraction of freshwater}; {model: LOICZ model}; {site: Caravelas Estuary}; {site: Conwy Estuary}; {site: Curimataú Estuary}; {site: Hudson Estuary}; {site: Mersey Estuary}; {site: Peruípe Estuary}; {site: Scheldt Estuary}; {site: York River Estuary}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8HIRN6Y","journalArticle","2006","Deleersnijder, Eric; Beckers, Jean-Marie; Delhez, Eric J. M.","The Residence Time of Settling Particles in the Surface Mixed Layer","Environmental Fluid Mechanics","","1573-1510","10.1007/s10652-005-3941-2","https://doi.org/10.1007/s10652-005-3941-2","The transport from the upper mixed layer into the pycnocline of particles with negative buoyancy is considered. Assuming the hydrodynamic parameters to be time- independent, an adjoint model is resorted to that provides a general expression of the residence time in the mixed layer of the constituent under study. It is seen that the residence time decreases as the settling velocity increases or the diffusivity decreases. Furthermore, it is demonstrated that the residence time must be larger than z/w and smaller than h/w, where z, h and w denote the distance to the pycnocline, the thickness of the mixed layer and the sinking velocity. In the vicinity of the pycnocline, the residence time is not necessarily zero; its behaviour critically depends on the eddy diffusivity profile in this region. Closed-form solutions are obtained for constant and quadratic diffusivity profiles, which allows for an analysis of the sensitivity of the residence time to the Peclet number. Finally, an approximate value is suggested of the depth-averaged value of the residence time.","2006-02-01","2021-10-09 06:56:42","2021-10-09 15:22:03","2021-10-09 06:56:41","25-42","","1","6","","Environ Fluid Mech","","","","","","","","en","","","","","Springer Link","","","","/Users/yulong/Zotero/storage/M8N96D56/Deleersnijder et al. - 2006 - The Residence Time of Settling Particles in the Su.pdf","","{index: residence time}; {method: adjoint method}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC6I6US3","journalArticle","1999","Delhez, Eric J. M.; Campin, Jean-Michel; Hirst, Anthony C.; Deleersnijder, Eric","Toward a general theory of the age in ocean modelling","Ocean Modelling","","1463-5003","10.1016/S1463-5003(99)00003-7","https://www.sciencedirect.com/science/article/pii/S1463500399000037","Seawater is a mixture of several constituents. The age of a parcel of a constituent is defined to be the time elapsed since the parcel under consideration left the region where its age is prescribed to be zero. Estimating the age is an invaluable tool for understanding complex flows and the functioning of the numerical models used for representing them. A general theory of the age is developed, according to which the age of a constituent of seawater is a time-dependent, pointwise quantity that may be obtained from the solution of two partial differential equations governing the evolution of the concentration of the constituent under study and an auxiliary variable called the ``age concentration''. It is seen that previous applications of the notion of age are in agreement with the present theory, or may be viewed as approximations deriving from this theory. A few particular problems are touched upon, including the estimation of the age of the water and the determination of the age with the help of radioactive tracers.","1999-01-01","2021-10-09 07:17:48","2021-10-09 13:40:54","2021-10-09 07:17:47","17-27","","1","1","","Ocean Modelling","","","","","","","","en","","","","","ScienceDirect","","","","/Users/yulong/Zotero/storage/DTCS9J7S/Delhez et al. - 1999 - Toward a general theory of the age in ocean modell.pdf","","{index: water age}; {method: tracer}; {tracer: radioisotope}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIX6VVNT","journalArticle","2006","Jouon, Aymeric; Douillet, Pascal; Ouillon, Sylvain; Fraunié, Philippe","Calculations of hydrodynamic time parameters in a semi-opened coastal zone using a 3D hydrodynamic model","Continental Shelf Research","","0278-4343","10.1016/j.csr.2005.11.014","https://www.sciencedirect.com/science/article/pii/S0278434306001397","Hydrodynamic time parameters (HTs) in a semi-opened aquatic ecosystem are synthetic indicators offering the opportunity to bring out the links between its physical functioning and its biology. The generic term “residence time” is frequently used through literature to mention HTs resulting in various calculation methods. This article presents different computing methods relying on the use of a 3D numerical hydrodynamic model and the HTs to which they give access. Several large-scale (water exchange time, average water export time, e-flushing time) and local time parameters (export time, flushing lag, local e-flushing time) are defined. The applications presented are carried out within the south-west lagoon of New Caledonia (SLNC), on three embedded control volumes. The definition of the control volume is more important for the values of local HTs than for their comparative distribution. The comparison of the global hydrodynamic time scales applied to a control volume provides information on the mixing processes inside the control volume.","2006-08-01","2021-10-09 07:18:31","2021-10-09 14:05:30","2021-10-09 07:18:31","1395-1415","","12","26","","Continental Shelf Research","","Recent Developments in Physical Oceanographic Modelling: Part III","","","","","","en","","","","","ScienceDirect","","","","/Users/yulong/Zotero/storage/V7YAD6E5/Jouon et al. - 2006 - Calculations of hydrodynamic time parameters in a .pdf","","{index: average water export time (large)}; {index: e-flushing time = flushing time (large}; {index: export time = residence time (local)}; {index: flushing lag (local)}; {index: flushing time}; {index: local e-flushing time (local)}; {index: residence time}; {index: water exchange time (large}; {method: tracer}; {model: 3d model}; {model: MARS3D}; {site: New Caledonia}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I74X599H","journalArticle","1997","Tartinville, B.; Deleersnijder, E.; Rancher, J.","The water residence time in the Mururoa atoll lagoon: sensitivity analysis of a three-dimensional model","Coral Reefs","","1432-0975","10.1007/s003380050074","https://doi.org/10.1007/s003380050074","The role of oceanic tide, wind stress, hoa inflow and stratification in the long-term circulation in Mururoa lagoon is investigated using a sensitivity analysis carried out by means of a three-dimensional model. Water renewal time scales are estimated. Wind stress is shown to be the dominant forcing. The hoa inflow slightly increases the turnover time, while stratification enhances the impact of motion in vertical planes parallel to the wind stress. The modelled turnover time is approximately 100 days, and becomes much larger than one year whenever the wind stress is disregarded.","1997-07-01","2021-10-09 07:18:38","2021-10-09 15:24:07","2021-10-09 07:18:37","193-203","","3","16","","Coral Reefs","The water residence time in the Mururoa atoll lagoon","","","","","","","en","","","","","Springer Link","","","","/Users/yulong/Zotero/storage/FH5PS56X/Tartinville et al. - 1997 - The water residence time in the Mururoa atoll lago.pdf","","{index: residence time}; {index: turnover time}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EI6CFS2Z","journalArticle","2018","Hinrichs, Claudia; Flagg, Charles N.; Wilson, Robert E.","Great South Bay After Sandy: Changes in Circulation and Flushing due to New Inlet","Estuaries and Coasts","","1559-2731","10.1007/s12237-018-0423-6","https://doi.org/10.1007/s12237-018-0423-6","The coastal ocean model FVCOM is applied to quantify the changes in circulation, flushing, and exposure time in Great South Bay, New York, after Superstorm Sandy breached the barrier island in 2012. Since then, the lagoon system is connected to the Atlantic via five instead of four inlets. The model simulations are run on two high-resolution unstructured grids, one for the pre-breach configuration, one including the new inlet, with tidal-only forcing, and summer and winter forcing conditions. Despite its small cross-sectional size, the breach has a relatively large net inflow that leads to a strengthening of the along-bay through-flow in Great South Bay (GSB); the tidally driven volume transport in central GSB quadrupled. The seasonal forcing scenarios show that the southwesterly sea breeze in summer slows down the tidally driven flow, while the forcing conditions in winter are highly variable, and the circulation is dependent on wind direction and offshore sea level. Changes in flushing and exposure time associated with the modified transport patterns are evaluated using a Eulerian passive tracer technique. Results show that the new inlet produced a significant decrease in flushing time (approximately 35% reduction under summer wind conditions and 20% reduction under winter wind conditions). Maps of exposure time reflect the local changes in circulation and flushing.","2018-12-01","2021-10-09 07:18:44","2021-10-09 14:59:49","2021-10-09 07:18:42","2172-2190","","8","41","","Estuaries and Coasts","Great South Bay After Sandy","","","","","","","en","","","","","Springer Link","","","","/Users/yulong/Zotero/storage/HDIXK4RD/Hinrichs et al. - 2018 - Great South Bay After Sandy Changes in Circulatio.pdf","","{index: flushing time}; {index: local exposure time}; {method: passive tracer}; {model: FVCOM}; {observation: Lagrangian}; {site: Great South Bay}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBIDPT5I","journalArticle","2017","Hansen, Jennifer C. R.; Reidenbach, Matthew A.","Turbulent mixing and fluid transport within Florida Bay seagrass meadows","Advances in Water Resources","","0309-1708","10.1016/j.advwatres.2017.08.001","https://www.sciencedirect.com/science/article/pii/S0309170816306479","Seagrasses serve an important function in the ecology of Florida Bay, providing critical nursery habitat and a food source for a variety of organisms. They also create significant benthic structure that induces drag, altering local hydrodynamics that can influence mixing and nutrient dynamics. Thalassia testudinum seagrass meadows were investigated to determine how shoot density and morphometrics alter local wave conditions, the generation of turbulence, and fluid exchange above and within the canopy. Sparsely vegetated and densely vegetated meadows were monitored, with shoot densities of 259 ± 26 and 484 ± 78 shoots m−2, respectively. The temporal and spatial structure of velocity and turbulence were measured using acoustic Doppler velocimeters and an in situ particle image velocimetry (PIV) system positioned both above and within the seagrass canopy. The retention of fluid within the canopy was determined by examining e-folding times calculated from the concentration curves of dye plumes released within the seagrass canopy. Results show that a shear layer with an inflection point develops at the top of the seagrass canopy, which generates instabilities that impart turbulence into the seagrass meadow. Compared to the overlying water column, turbulence was enhanced within the sparse canopy due to flow interaction with the seagrass blades, but reduced within the dense canopy. Wave generated oscillatory motion penetrated deeper into the canopy than unidirectional currents, enhancing fluid exchange. Both shoot density and the relative magnitude of wave- versus current-driven flow conditions were found to be important controls on turbulent exchange of water masses across the canopy-water interface.","2017-10-01","2021-10-09 07:19:17","2021-10-10 04:38:34","2021-10-09 07:19:16","205-215","","","108","","Advances in Water Resources","","","","","","","","en","","","","","ScienceDirect","","","","/Users/yulong/Zotero/storage/UIBWVRJZ/Hansen and Reidenbach - 2017 - Turbulent mixing and fluid transport within Florid.pdf","","{site: Florida Bay}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZ8YF7W7","journalArticle","1983","van de Kreeke, Jacobus","Residence Time: Application to Small Boat Basins","Journal of Waterway, Port, Coastal, and Ocean Engineering","","0733-950X","10.1061/(ASCE)0733-950X(1983)109:4(416)","https://ascelibrary.org/doi/abs/10.1061/%28ASCE%290733-950X%281983%29109%3A4%28416%29","Definitions are presented for transit time, age, flushing time and residence time. Using a continuous exchange model, analytical expressions for the transit time distribution function and the age distribution function are derived for a basin having a constant volume. The residence time for instantaneous as well as continuous dye injections equals the volume of the basin divided by the rate at which new water is added to the basin. Using the tidal prism model it is shown that the normalized residence time for an instantaneous dye injection is a function of three dimensionless parameters. These parameters are: (1) The average basin volume divided by the volume of new water returning on the flood; (2) the fraction of the flood volume (=tidalprism)(=tidalprism)<math overflow=""scroll""><mrow><mo>(</mo><mspace width=""0.16em""></mspace><mo>=</mo><mspace width=""0.16em""></mspace><mi>tidal</mi><mspace width=""0.16em""></mspace><mi>prism</mi><mo>)</mo></mrow></math> that is new water; and (3) the phase of the tide at which the dye is injected. For a continuous dye injection, the normalized residence time is a function of the first two parameters only. Numerical computations show that, to a first approximation, the residence times equal the average basin volume divided by the volume of new water entering during flood with secondary effects introduced by the other parameters.","1983-11-01","2021-10-09 07:19:34","2021-10-09 15:04:21","2021-10-09 07:19:34","416-428","","4","109","","","Residence Time","","","","","","","EN","Copyright © 1983 ASCE","","","","ASCE","","Publisher: American Society of Civil Engineers","","/Users/yulong/Zotero/storage/ATPEZUMN/van de Kreeke - 1983 - Residence Time Application to Small Boat Basins.pdf; /Users/yulong/Zotero/storage/DFCNLXHP/van de Kreeke - 1983 - Residence Time Application to Small Boat Basins.pdf; /Users/yulong/Zotero/storage/4489TDAX/(ASCE)0733-950X(1983)1094(416).html; /Users/yulong/Zotero/storage/VGL2HXJK/(ASCE)0733-950X(1983)1094(416).html","","{index: residence time}; {method: tidal prism}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XB6FUBT6","journalArticle","2004","Shen, Jian; Haas, Larry","Calculating age and residence time in the tidal York River using three-dimensional model experiments","Estuarine, Coastal and Shelf Science","","0272-7714","10.1016/j.ecss.2004.06.010","https://www.sciencedirect.com/science/article/pii/S0272771404001556","The age concept is applied to an estuary to estimate time scales quantifying transport processes of dissolved substance for a spatially varying case. A real-time three-dimensional numerical model was applied to the tidal York River estuary, a western branch of the Chesapeake Bay, to calculate the age distribution for a substance released from the headwaters of tributaries of the estuary under different hydrological conditions. The mean age, residence time, and turnover time were computed through a series of numerical model experiments. Both mean age and residence time are functions of freshwater discharge. The model results show that substantial time is required for a substance discharged into the system at the headwaters of the tributaries to be transported to the downstream estuary. It takes about 2 months and 3 months for the substance discharged into the headwaters to be transported to the mouth of the estuary under high flow and mean flow conditions, respectively. The results provide useful information for understanding the transport processes in the estuary and can be used to estimate dissimilative capacity of the estuary for environmental assessment.","2004-11-01","2021-10-09 07:19:54","2021-10-09 07:19:54","2021-10-09 07:19:54","449-461","","3","61","","Estuarine, Coastal and Shelf Science","","","","","","","","en","","","","","ScienceDirect","","","","/Users/yulong/Zotero/storage/LQWM5WBE/Shen and Haas - 2004 - Calculating age and residence time in the tidal Yo.pdf","","{index: residence time}; {index: turnover time}; {index: water age}; {model: 3d model}; {site: York River}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEC4GS6G","journalArticle","2011","MacCready, Parker","Calculating Estuarine Exchange Flow Using Isohaline Coordinates","Journal of Physical Oceanography","","0022-3670, 1520-0485","10.1175/2011JPO4517.1","https://journals.ametsoc.org/view/journals/phoc/41/6/2011jpo4517.1.xml","<section class=""abstract""><h2 class=""abstractTitle text-title my-1"" id=""d45676580e63"">Abstract</h2><p>A method for calculating subtidal estuarine exchange flow using an isohaline framework is described, and the results are compared with those of the more commonly used Eulerian method of salt flux decomposition. Concepts are explored using a realistic numerical simulation of the Columbia River estuary. The isohaline method is found to be advantageous because it intrinsically highlights the salinity classes in which subtidal volume flux occurs. The resulting expressions give rise to an exact formulation of the time-dependent Knudsen relation and may be used in calculation of the saltwater residence time. The volume flux of the landward transport, which can be calculated precisely using the isohaline framework, is of particular importance for problems in which the saltwater residence time is critical.</p></section>","2011-06-01","2021-10-09 07:20:14","2021-10-09 14:21:17","2021-10-09 07:20:14","1116-1124","","6","41","","","","","","","","","","EN","","","","","journals.ametsoc.org","","Publisher: American Meteorological Society Section: Journal of Physical Oceanography","","/Users/yulong/Zotero/storage/STCXLSAP/MacCready - 2011 - Calculating Estuarine Exchange Flow Using Isohalin.pdf; /Users/yulong/Zotero/storage/F9ARHGDZ/2011jpo4517.1.html","","{method: Eulerian method}; {method: isohaline method}; {site: Columbia River estuary}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
